最新价	涨跌幅	转债代码	转债名称	总市值	纯债价值	最新价/正股价格	涨跌幅	正股代码	正股名称	转股价值	转股溢价率	纯债溢价率	回售触发价	强赎触发价	到期赎回价	开始转股日	申购日期
-	-	128109	楚江转债	-	92.9352	-	-	-	-	82.3597	24.4	10.24	-	-	-	20201210	20200604
-	-	123051	今天转债	-	99.0654	-	-	-	-	93.4091	6.31	0.24	-	-	-	20201210	20200604
-	-	127017	万青转债	-	95.4282	-	-	-	-	81.0734	30.76	11.09	-	-	-	20201209	20200603
138.28	0.0	113583	益丰转债	-	92.9648	99.11	0.0	603939	益丰药房	137.9978	0.2	48.74	50.27	93.37	110.0	20201207	20200601
-	-	128108	蓝帆转债	-	91.3986	-	-	-	-	132.5464	-0.41	44.42	-	-	-	20201203	20200528
249.16	0.0	113582	火炬转债	-	93.0142	60.0	0.0	603678	火炬电子	236.8733	5.19	167.87	17.73	32.93	110.0	20201202	20200527
212.3	0.0	113580	康隆转债	-	98.1588	13.44	0.0	603665	康隆达	86.6538	145.0	116.28	10.86	20.16	115.0	20201029	20200423
97.13	0.0	113579	健友转债	-	92.4473	31.51	0.0	603707	健友股份	74.9346	29.62	5.07	29.44	54.67	109.0	20201029	20200423
-	-	128107	交科转债	-	93.3612	-	-	-	-	94.5896	7.31	8.72	-	-	-	20201028	20200422
89.49	0.0	113578	全筑转债	-	95.7994	4.09	0.0	603030	全筑股份	74.7715	19.68	-6.59	3.83	7.06	113.0	20201026	20200420
93.53	0.0	113573	纵横转债	-	101.0907	9.93	0.0	603602	纵横通信	52.7911	77.17	-7.48	13.17	24.45	118.0	20201023	20200417
-	-	123050	聚飞转债	-	100.6729	-	-	-	-	91.6988	18.8	8.21	-	-	-	20201020	20200414
119.32	0.0	113577	春秋转债	-	95.8363	13.25	-0.45	603890	春秋电子	120.3436	-0.85	24.5	7.74	14.38	112.0	20201020	20200414
-	-	123049	维尔转债	-	101.2289	-	-	-	-	86.3636	10.39	-5.82	-	-	-	20201019	20200413
91.43	0.0	110070	凌钢转债	-	95.5072	2.18	0.0	600231	凌钢股份	79.2727	15.34	-4.27	1.93	3.58	112.0	20201019	20200413
-	-	128106	华统转债	-	91.7686	-	-	-	-	92.5453	23.4	24.44	-	-	-	20201016	20200410
-	-	123048	应急转债	-	91.6734	-	-	-	-	86.1798	14.31	7.46	-	-	-	20201016	20200410
89.65	0.0	113576	起步转债	-	98.8405	6.69	0.0	603557	起步股份	63.4123	41.38	-9.3	7.39	13.72	115.0	20201016	20200410
106.56	0.0	113034	滨化转债	-	93.2874	4.61	0.0	601678	滨化股份	98.5043	8.18	14.23	3.28	6.08	110.0	20201016	20200410
-	-	128105	长集转债	-	93.4906	-	-	-	-	80.0247	12.09	-4.05	-	-	-	20201015	20200409
-	-	127016	鲁泰转债	-	94.1995	-	-	-	-	70.7071	32.38	-0.64	-	-	-	20201015	20200409
127.77	0.0	113575	东时转债	-	92.0449	11.14	0.0	603377	东方时尚	76.511	67.0	38.81	10.19	18.93	108.0	20201015	20200409
123.51	0.0	110069	瀚蓝转债	-	91.8884	22.2	5.61	600323	瀚蓝环境	104.0594	18.69	34.41	14.14	26.26	110.0	20201013	20200407
96.53	0.0	113033	利群转债	-	93.5704	6.5	0.0	601366	利群股份	92.7247	4.1	3.16	4.91	9.11	110.0	20201008	20200401
93.81	0.0	113574	华体转债	-	94.5588	15.93	-7.49	603679	华体科技	50.662	85.17	-0.79	23.79	44.19	110.0	20201009	20200331
-	-	128103	同德转债	-	98.9845	-	-	-	-	190.9266	-4.15	84.88	-	-	-	20201009	20200326
94.39	0.0	110068	龙净转债	-	93.3585	8.09	0.0	600388	龙净环保	75.3961	25.19	1.1	7.51	13.95	110.0	20200930	20200324
-	-	123047	久吾转债	-	105.902	-	-	-	-	83.8728	19.44	-5.41	-	-	-	20200928	20200320
-	-	123046	天铁转债	-	96.103	-	-	-	-	124.4071	6.91	38.39	-	-	-	20200925	20200319
-	-	128101	联创转债	-	93.5371	-	-	-	-	67.4724	49.1	7.55	-	-	-	20200921	20200316
-	-	128100	搜特转债	-	95.3899	-	-	-	-	30.0373	150.69	-21.06	-	-	-	20200918	20200312
-	-	123045	雷迪转债	-	97.1799	-	-	-	-	76.4531	24.52	-2.04	-	-	-	20200918	20200312
-	-	123044	红相转债	-	102.1825	-	-	-	-	76.9149	18.31	-10.94	-	-	-	20200918	20200312
107.15	0.0	113572	三祥转债	-	92.0567	14.89	0.0	603663	三祥新材	104.9331	2.11	16.4	9.93	18.45	108.0	20200918	20200312
103.35	0.0	110067	华安转债	-	89.7159	6.36	0.0	600909	华安证券	73.3564	40.89	15.2	-	11.27	107.0	20200918	20200312
89.58	0.0	113570	百达转债	-	93.7811	8.33	0.0	603331	百达精工	72.1837	24.1	-4.48	8.08	15.0	110.0	20200917	20200311
79.67	0.0	113569	科达转债	-	98.2097	6.44	0.0	603660	苏州科达	43.3962	83.59	-18.88	10.39	19.29	115.0	20200914	20200309
89.0	0.0	113568	新春转债	-	101.6415	6.68	0.0	603667	五洲新春	74.9719	18.71	-12.44	6.24	11.58	118.0	20200914	20200306
-	-	123043	正元转债	-	98.873	-	-	-	-	92.4724	17.98	10.34	-	-	-	20200911	20200305
91.6	0.0	113567	君禾转债	-	97.1821	9.15	0.0	603617	君禾股份	79.8429	14.73	-5.74	8.02	14.9	113.0	20200910	20200304
138.16	0.0	110066	盛屯转债	-	93.8716	6.77	0.0	600711	盛屯矿业	138.7295	-0.41	47.18	3.42	6.34	110.0	20200906	20200302
91.91	0.0	113566	翔港转债	-	101.4531	7.2	0.0	603499	翔港科技	66.8524	37.48	-9.41	7.54	12.92	118.0	20200907	20200228
109.66	0.0	113564	天目转债	-	103.2324	24.55	0.0	603136	天目湖	103.1513	6.31	6.23	16.66	30.03	120.0	20200907	20200228
97.7	0.0	113565	宏辉转债	-	96.3168	8.77	0.0	603336	宏辉果蔬	87.7	11.4	1.44	7.0	13.0	112.0	20200903	20200226
-	-	128097	奥佳转债	-	93.9219	-	-	-	-	123.9476	5.93	39.8	-	-	-	20200902	20200225
-	-	128096	奥瑞转债	-	94.7005	-	-	-	-	103.6638	14.16	24.96	-	-	-	20200817	20200211
-	-	128095	恩捷转债	-	94.0638	-	-	-	-	204.3573	-0.18	116.86	-	-	-	20200817	20200211
-	-	128094	星帅转债	-	99.472	-	-	-	-	107.6703	-0.34	7.87	-	-	-	20200722	20200116
100.0	0.0	113563	柳药转债	-	92.6016	20.29	0.0	603368	柳药股份	82.9179	20.6	7.99	17.13	31.81	108.0	20200722	20200116
-	-	123042	银河转债	-	94.9029	-	-	-	-	70.041	67.34	23.51	-	-	-	20200720	20200114
-	-	128093	百川转债	-	107.0808	-	-	-	-	93.356	4.44	-8.95	-	-	-	20200709	20200103
-	-	127015	希望转债	-	90.1891	-	-	-	-	119.6128	3.42	37.16	-	-	-	20200709	20200103
93.89	0.0	113561	正裕转债	-	97.2101	7.14	0.0	603089	正裕工业	69.7947	34.52	-3.42	7.16	13.3	112.0	20200707	20191231
-	-	128091	新天转债	-	98.4952	-	-	-	-	92.4954	16.77	9.66	-	-	-	20200706	20191230
-	-	128090	汽模转2	-	94.4369	-	-	-	-	92.1615	8.39	5.77	-	-	-	20200703	20191227
-	-	123039	开润转债	-	99.7012	-	-	-	-	65.0211	52.09	-0.82	-	-	-	20200702	20191226
-	-	123038	联得转债	-	97.7272	-	-	-	-	83.7485	20.9	3.61	-	-	-	20200701	20191225
96.81	0.0	113030	东风转债	-	96.1997	5.84	0.0	601515	东风股份	86.5185	11.9	0.63	4.73	8.78	112.0	20200630	20191224
105.09	0.0	113559	永创转债	-	97.6654	9.97	0.0	603901	永创智能	96.6085	8.78	7.6	7.22	13.42	112.0	20200629	20191223
120.33	10.0	110065	淮矿转债	-	91.0175	9.73	0.0	600985	淮北矿业	104.2872	4.89	20.19	6.53	12.13	106.0	20200629	20191223
93.6	0.0	110064	建工转债	-	98.6995	3.25	0.31	600939	重庆建工	70.8972	32.02	-5.17	3.2	5.94	113.0	20200629	20191220
91.45	0.0	113557	森特转债	-	99.0658	8.18	0.0	603098	森特股份	80.91	13.03	-7.69	7.08	13.14	115.0	20200629	20191219
-	-	128087	孚日转债	-	93.0057	-	-	-	-	62.5397	29.2	-13.12	-	-	-	20200623	20191217
-	-	128085	鸿达转债	-	102.479	-	-	-	-	80.6122	0.23	-21.15	-	-	-	20200622	20191216
165.58	8.66	113029	明阳转债	-	93.0159	19.53	0.0	601615	明阳智能	156.7416	-2.78	63.83	8.72	16.64	108.0	20200622	20191216
101.0	0.0	110063	鹰19转债	-	95.3813	3.02	0.0	600567	山鹰国际	91.5152	10.36	5.89	2.31	4.29	111.0	20200619	20191213
-	-	128083	新北转债	-	94.5924	-	-	-	-	84.5299	16.87	4.44	-	-	-	20200618	20191212
-	-	128082	华锋转债	-	100.4132	-	-	-	-	69.0863	27.9	-12.0	-	-	-	20200610	20191204
100.11	0.0	110062	烽火转债	-	91.2284	18.08	0.0	600498	烽火通信	70.4873	42.03	9.74	17.96	33.35	106.0	20200608	20191202
-	-	128081	海亮转债	-	94.8133	-	-	-	-	82.9918	8.7	-4.85	-	-	-	20200527	20191121
109.57	0.0	113550	常汽转债	-	100.3889	10.45	0.0	603035	常熟汽饰	108.2902	1.18	9.15	6.76	12.55	115.0	20200522	20191118
90.42	0.0	113549	白电转债	-	94.7803	7.46	-0.4	603861	白云电器	84.3468	7.2	-4.6	6.22	11.54	110.0	20200521	20191115
-	-	123035	利德转债	-	95.2789	-	-	-	-	87.6791	19.64	10.1	-	-	-	20200520	20191114
121.05	0.0	110061	川投转债	-	91.4423	10.7	-0.28	600674	川投能源	112.0042	8.08	32.38	6.71	12.45	106.0	20200515	20191111
-	-	123034	通光转债	-	97.751	-	-	-	-	100.8783	61.47	66.63	-	-	-	-	20191104
-	-	123033	金力转债	-	100.7399	-	-	-	-	77.1964	35.95	4.18	-	-	-	-	20191101
126.41	0.0	113548	石英转债	-	103.0723	17.16	0.0	603688	石英股份	113.6424	11.23	22.64	10.57	19.63	118.0	20200506	20191028
110.17	10.0	110060	天路转债	-	95.1674	5.52	-9.95	600326	西藏天路	85.6145	16.98	5.24	5.01	9.31	110.0	20200506	20191028
101.44	0.0	110059	浦发转债	-	97.369	11.78	9.89	600000	浦发银行	74.1869	36.74	4.18	-	18.79	110.0	20200504	20191028
-	-	127014	北方转债	-	95.5034	-	-	-	-	72.8	32.55	1.04	-	-	-	20200430	20191024
89.63	0.0	113546	迪贝转债	-	100.0724	9.02	0.0	603320	迪贝电气	63.9716	40.11	-10.43	9.87	18.33	115.0	20200429	20191023
-	-	128079	英联转债	-	97.4109	-	-	-	-	101.4169	5.65	10.0	-	-	-	20200427	20191021
-	-	128078	太极转债	-	96.8874	-	-	-	-	93.0804	12.78	8.35	-	-	-	20200427	20191021
-	-	128076	金轮转债	-	95.3188	-	-	-	-	61.0434	40.06	-10.3	-	-	-	20200420	20191014
190.64	0.0	113545	金能转债	-	95.3188	20.29	-0.05	603113	金能科技	178.0702	7.06	100.0	7.98	14.01	110.0	20200420	20191014
-	-	128075	远东转债	-	95.4468	-	-	-	-	106.4982	1.26	12.98	-	-	-	20200327	20190923
-	-	128074	游族转债	-	99.6705	-	-	-	-	59.8476	51.64	-8.95	-	-	-	20200327	20190923
-	-	123031	晶瑞转债	-	96.5534	-	-	-	-	141.1225	43.14	109.21	-	-	-	20200305	20190829
-	-	128073	哈尔转债	-	100.5368	-	-	-	-	61.8966	48.64	-8.49	-	-	-	20200228	20190822
-	-	128072	翔鹭转债	-	95.6962	-	-	-	-	52.5147	70.0	-6.71	-	-	-	20200226	20190820
-	-	123030	九洲转债	-	99.7602	-	-	-	-	103.5398	25.06	29.8	-	-	-	20200227	20190820
-	-	128071	合兴转债	-	95.4714	-	-	-	-	89.9533	10.07	3.71	-	-	-	20200224	20190816
-	-	123029	英科转债	-	115.2786	-	-	-	-	1330.2296	91.17	2105.96	-	-	-	20200224	20190816
231.52	0.0	113543	欧派转债	-	95.5686	163.0	0.02	603833	欧派家居	227.326	1.84	142.26	50.18	93.2	110.0	20200224	20190816
111.0	0.0	113542	好客转债	-	95.7403	17.1	-0.06	603898	好莱客	105.1629	5.55	15.94	11.39	21.15	110.0	20200207	20190801
103.01	0.0	113541	荣晟转债	-	95.9407	11.9	0.0	603165	荣晟环保	103.1196	-0.11	7.37	8.08	15.0	110.0	20200131	20190723
-	-	128070	智能转债	-	98.4041	-	-	-	-	64.7739	43.58	-5.49	-	-	-	20200108	20190702
-	-	128069	华森转债	-	100.451	-	-	-	-	59.2572	51.53	-10.61	-	-	-	20191230	20190624
-	-	123028	清水转债	-	102.1489	-	-	-	-	56.8412	42.85	-20.51	-	-	-	20191225	20190619
94.07	0.0	113027	华钰转债	-	96.3031	7.56	0.0	601020	华钰矿业	74.3363	26.55	-2.32	7.12	13.22	110.0	20191220	20190614
-	-	123027	蓝晓转债	-	100.2923	-	-	-	-	132.6628	6.58	40.98	-	-	-	20191217	20190611
117.97	0.0	113537	文灿转债	-	101.9783	22.8	0.0	603348	文灿股份	115.2679	2.34	15.68	13.85	25.26	115.0	20191216	20190610
100.91	0.0	113536	三星转债	-	96.3744	18.18	0.0	603578	三星新材	93.0399	8.46	4.71	13.68	25.4	110.0	20191206	20190531
88.6	0.0	113535	大业转债	-	99.3802	7.25	0.0	603278	大业股份	58.4677	51.54	-10.85	8.68	16.12	110.0	20191115	20190509
-	-	128066	亚泰转债	-	99.2575	-	-	-	-	73.7332	17.72	-12.55	-	-	-	20191023	20190417
-	-	128065	雅化转债	-	93.6608	-	-	-	-	225.6983	-5.03	128.86	-	-	-	20191022	20190416
84.5	0.0	110058	永鼎转债	-	97.0256	2.84	0.0	600105	永鼎股份	56.3492	49.96	-12.91	3.53	6.55	110.0	20191022	20190416
-	-	127013	创维转债	-	99.5618	-	-	-	-	59.2625	55.41	-7.49	-	-	-	20191021	20190415
101.7	0.0	113026	核能转债	-	92.7334	4.7	0.0	601985	中国核电	77.3026	31.56	9.67	4.26	7.62	105.0	20191021	20190415
132.4	0.81	113025	明泰转债	-	97.2761	14.81	0.0	601677	明泰铝业	132.2322	-0.67	35.02	7.84	14.56	110.0	20191016	20190410
84.97	0.0	113534	鼎胜转债	-	97.1125	10.92	0.0	603876	鼎胜新材	71.9368	18.12	-12.5	10.63	19.73	110.0	20191016	20190409
-	-	128064	司尔转债	-	97.125	-	-	-	-	89.4563	10.56	1.83	-	-	-	20191014	20190408
100.2	0.0	113024	核建转债	-	92.7183	6.63	0.0	601611	中国核建	67.9303	47.5	8.07	6.83	12.69	105.0	20191014	20190408
-	-	128063	未来转债	-	108.6012	-	-	-	-	63.7631	45.3	-14.69	-	-	-	20191011	20190403
-	-	128062	亚药转债	-	101.3147	-	-	-	-	21.1077	221.19	-33.08	-	-	-	20191009	20190402
93.1	0.0	113532	海环转债	-	95.5141	5.09	0.0	603817	海峡环保	66.1899	40.66	-2.53	5.38	10.0	108.0	20191009	20190402
101.01	0.0	110057	现代转债	-	93.7424	8.38	0.0	600420	现代制药	84.7321	19.21	7.75	6.92	12.86	106.0	20191008	20190401
-	-	123025	精测转债	-	99.3081	-	-	-	-	103.7037	16.0	21.14	-	-	-	20191008	20190329
89.37	0.0	113530	大丰转债	-	102.9508	10.43	-3.96	603081	大丰实业	65.2644	36.94	-13.19	11.65	21.63	116.0	20191008	20190327
-	-	127012	招路转债	-	91.5336	-	-	-	-	71.1771	42.17	10.55	-	-	-	20190930	20190322
-	-	123024	岱勒转债	-	99.8194	-	-	-	-	61.2048	55.9	-4.41	-	-	-	20190927	20190321
-	-	123023	迪森转债	-	97.3619	-	-	-	-	59.233	44.9	-11.84	-	-	-	20190927	20190320
95.73	0.0	110056	亨通转债	-	97.2761	11.92	0.0	600487	亨通光电	76.5083	25.12	-1.59	10.91	19.51	110.0	20190926	20190319
-	-	123022	长信转债	-	97.387	-	-	-	-	121.3008	0.82	25.58	-	-	-	20190923	20190318
130.72	0.0	110055	伊力转债	-	97.523	21.12	0.0	600197	伊力特	125.6395	4.04	34.04	11.77	21.85	110.0	20190923	20190315
107.8	0.0	110053	苏银转债	-	101.1912	5.78	0.0	600919	江苏银行	79.3956	35.78	6.53	-	8.7	111.0	20190920	20190314
-	-	127011	中鼎转2	-	97.7875	-	-	-	-	83.3477	28.02	9.11	-	-	-	20190916	20190308
-	-	128057	博彦转债	-	99.4386	-	-	-	-	97.4771	8.23	6.1	-	-	-	20190911	20190305
