基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立以来,手续费
007035,中银中债1-3年期国开债指数,2020-12-31,1.0190,1.0582,0.01,0.30,0.86,1.32,1.07,2.70,,,2.70,5.8993,0.05%
007714,南方贺元利率债债券A,2020-12-31,1.0187,1.0477,0.07,0.30,0.78,1.07,0.79,3.56,,,3.56,4.7824,0.08%
007117,华泰紫金丰泰纯债发起A,2020-12-31,1.0220,1.0373,-0.04,0.30,1.51,-3.05,-2.41,-0.42,,,-0.42,3.6929,0.50%
007872,金信稳健策略灵活配置混合,2020-12-31,1.4444,1.4444,0.81,0.30,7.69,22.64,22.43,44.67,,,44.67,44.44,0.15%
007745,长盛安逸纯债债券C,2020-12-31,0.9955,0.9955,0.02,0.30,0.68,1.43,0.02,,,,,-0.45,0.00%
007744,长盛安逸纯债债券A,2020-12-31,0.9982,0.9982,0.02,0.30,0.70,1.49,0.16,,,,,-0.18,0.05%
009185,农银汇理永乐3月持有(FOF),2020-12-29,1.0409,1.0409,-0.16,0.30,1.17,2.66,4.09,,,,,4.09,0.08%
009175,浙商中债1-5年政策性金融债A,2020-12-31,1.0086,1.0086,0,0.30,0.70,,,,,,,0.86,0.06%
010193,农银养老2045五年持有混合(FOF),2020-12-29,1.0045,1.0045,-0.03,0.30,0.89,,,,,,,0.45,0.08%
380005,中银纯债债券A,2020-12-31,1.0530,1.3970,0,0.29,0.96,1.24,1.34,3.25,7.50,15.90,3.25,44.2725,0.08%
380006,中银纯债债券C,2020-12-31,1.05,1.3640,0,0.29,0.96,1.15,1.15,2.97,7.01,14.84,2.97,40.2145,0.00%
000152,大成景旭纯债债券A,2020-12-31,1.0642,1.4367,0.05,0.29,0.86,1.31,0.93,2.89,6.68,13.13,2.89,47.9284,0.08%
000403,工银纯债债券B,2020-12-31,1.1364,1.3348,0.02,0.29,0.91,1.24,0.58,2.16,6.68,14.73,2.16,34.9780,0.00%
519743,交银丰润收益债券A/B,2020-12-31,1.0164,1.2844,0.09,0.29,0.85,1.31,0.67,2.44,6.40,12.85,2.44,31.2514,0.08%
000960,招商医药健康产业股票,2020-12-31,3.0610,3.0610,0.49,0.29,10.03,6.84,14.13,94.10,221.87,181.60,94.10,206.10,0.15%
000694,鑫元鸿利债券,2020-12-31,1.3341,1.3841,0.01,0.29,0.87,1.28,1.26,2.36,7.80,17.67,2.36,38.6479,0.06%
261102,景顺长城优信增利债券C,2020-12-31,1.1790,1.47,0.03,0.29,0.82,1.19,0.46,2.10,5.14,7.69,2.10,47.6383,0.00%
000305,中银中高等级A,2020-12-31,1.0480,1.4150,0,0.29,0.96,1.15,1.25,4.13,7.93,17.25,4.13,47.7947,0.08%
519112,浦银安盛优化收益债券C,2020-12-31,1.3870,1.5870,0.07,0.29,0.73,0.95,0.65,2.51,8.02,3.50,2.51,60.0477,0.00%
004102,信诚稳悦债券A,2020-12-31,1.0336,1.1706,0.09,0.29,0.86,1.32,1.28,2.91,6.78,14.63,2.91,17.9633,0.08%
050106,博时稳定价值债券A,2020-12-31,1.7180,2.1020,0.35,0.29,1.24,1.48,4,6.51,11.20,19.14,6.51,131.0037,0.08%
004319,国寿安保尊裕优化回报债券C,2020-12-31,1.0230,1.1180,0.20,0.29,0.39,0.59,0.69,2.80,8.89,8.48,2.80,11.9526,0.00%
004318,国寿安保尊裕优化回报债券A,2020-12-31,1.0230,1.1340,0.10,0.29,0.39,0.69,0.89,3.08,9.75,9.76,3.08,13.6038,0.08%
004548,中银中高等级C,2020-12-31,1.0460,1.2350,0,0.29,0.96,1.06,1.06,3.75,7.53,17.14,3.75,21.3909,0.00%
004103,信诚稳悦债券C,2020-12-31,1.0342,1.1712,0.09,0.29,0.86,1.30,1.23,2.91,6.72,14.62,2.91,18.0218,0.00%
004463,鹏华丰玉债券,2020-12-31,1.0215,1.1706,0.07,0.29,0.79,1.09,0.75,2.85,6.83,14.86,2.85,18.0420,0.08%
005159,华泰保兴尊合债券A,2020-12-31,1.2144,1.2144,0.08,0.29,0.03,0.16,0.59,2.16,12.10,21.10,2.16,21.44,0.08%
005160,华泰保兴尊合债券C,2020-12-31,1.2072,1.2072,0.08,0.29,0.02,0.11,0.49,1.97,11.70,20.41,1.97,20.72,0.00%
006421,中银弘享债券,2020-12-31,1.0342,1.0742,0.01,0.29,0.94,1.22,1.23,3.55,7.02,,3.55,7.4717,0.08%
006727,博时中债3-5进出口行A,2020-12-31,1.0165,1.0642,0.01,0.29,0.89,1.83,0.52,2.39,6.44,,2.39,6.5102,0.06%
006491,南方1-3年国开债A,2020-12-31,1.0153,1.0733,0.04,0.29,0.86,1.33,1.20,2.89,6.78,,2.89,7.4837,0.06%
007838,国寿安保尊耀纯债C,2020-12-31,1.0496,1.0496,0.09,0.29,0.57,0.89,1.66,3.91,,,3.91,4.96,0.00%
007837,国寿安保尊耀纯债A,2020-12-31,1.0546,1.0546,0.09,0.29,0.59,1,1.85,4.32,,,4.32,5.46,0.08%
006880,交银安享稳健养老一年(FOF),2020-12-29,1.1330,1.1330,-0.13,0.29,1.09,1.43,5.27,9.60,,,9.35,13.30,0.08%
005451,鹏扬双利债券A,2020-12-31,1.2153,1.2153,0.07,0.29,0.36,1.14,2.18,3.54,11.46,,3.54,21.53,0.08%
007715,南方贺元利率债债券C,2020-12-31,1.0130,1.0420,0.06,0.29,0.74,0.96,0.57,3.13,,,3.13,4.2166,0.00%
166803,浙商惠民纯债A,2020-12-31,0.9980,0.9980,-0.01,0.29,0.74,1.05,1.19,,,,,-0.20,0.06%
009176,浙商中债1-5年政策性金融债C,2020-12-31,1.0084,1.0084,0,0.29,0.69,,,,,,,0.84,0.00%
009775,汇丰晋信中小盘低波动策略股票C,2020-12-31,0.9388,0.9388,0.62,0.29,-5.12,-4.71,,,,,,-6.12,0.00%
006493,南方3-5年农发债A,2020-12-31,1.0391,1.0751,0.02,0.29,0.92,1.61,1.10,3.07,7.30,,3.07,7.6081,0.06%
320013,诺安全球黄金,2020-12-30,1.0810,1.1660,0.09,0.28,4.75,-5.01,-3.22,13.79,33.95,36.32,13.79,16.9861,0.08%
000153,大成景旭纯债债券C,2020-12-31,1.0613,1.4053,0.05,0.28,0.84,1.21,0.73,2.48,5.96,11.78,2.48,44.1005,0.00%
519111,浦银安盛优化收益债券A,2020-12-31,1.4360,1.6560,0.07,0.28,0.70,0.98,0.77,2.79,8.76,4.56,2.79,67.0188,0.08%
000898,华富恒稳纯债债券A,2020-12-31,1.1666,1.2666,0.04,0.28,0.80,1.36,0.75,2.71,6.17,12.59,2.71,26.7709,0.08%
000714,诺安稳健回报灵活配置混合A,2020-12-31,1.43,1.5980,0.14,0.28,-0.90,0.28,1.13,7.20,16.36,16.27,7.20,61.9728,0.15%
162715,广发聚源债券(LOF)A,2020-12-31,1.0870,1.2630,0.09,0.28,0.74,1.11,0.74,2.11,6.11,12.05,2.11,27.4146,0.08%
519137,海富通瑞福债券,2020-12-31,1.0562,1.0912,0.01,0.28,0.81,0.69,0.55,3.93,3.01,8.34,3.93,9.3049,0.04%
001989,南方纯元C,2020-12-31,1.0088,1.1307,0,0.28,0.76,1.01,0.44,1.77,5.06,11.74,1.77,13.6465,0.00%
001988,南方纯元A,2020-12-31,1.0235,1.1506,0,0.28,0.79,1.10,0.64,2.08,5.89,13.62,2.08,15.7875,0.08%
005452,鹏扬双利债券C,2020-12-31,1.2013,1.2013,0.07,0.28,0.33,1.03,1.97,3.12,10.57,,3.12,20.13,0.00%
519745,交银丰润收益债券C,2020-12-31,1.0883,1.2223,0.09,0.28,0.82,1.20,0.47,2.02,5.55,11.15,2.02,23.5128,0.00%
005054,泰康瑞坤纯债债券,2020-12-31,1.1007,1.1498,0.04,0.28,0.82,0.93,0.44,2,5.10,15.17,2,15.2586,0.00%
161119,易方达中债新综指(LOF)A,2020-12-31,1.4396,1.4396,-0.01,0.28,0.98,1.03,0.60,2.76,7.30,16.16,2.76,43.96,0.08%
006090,前海开源鼎康债券A,2020-12-31,1.0775,1.0775,0.17,0.28,0.45,0.86,1.24,2.84,6,,2.84,7.75,0.08%
004957,中银证券安誉债券C,2020-12-31,1.9504,2.0064,0.06,0.28,0.80,1.22,0.91,2.67,6.48,,2.67,100.9342,0.00%
650001,英大纯债债券A,2020-12-31,1.1680,1.4560,0.04,0.28,0.85,1.37,1.02,3.72,6.71,15.34,3.72,50.7461,0.08%
005887,华夏鼎沛债券C,2020-12-31,1.3749,1.4112,0.74,0.28,-1.82,1.65,4.67,13.70,42.33,,13.70,41.7203,0.00%
002644,大成景荣债券A,2020-12-31,1.0610,1.0610,0.09,0.28,0.47,0.86,-1.94,2.81,9.27,3.21,2.81,6.10,0.08%
006728,博时中债3-5进出口行C,2020-12-31,1.0160,1.0622,0.01,0.28,0.88,1.80,0.47,2.29,6.24,,2.29,6.3020,0.00%
005350,诺德短债债券A,2020-12-31,1.0294,1.0294,0.09,0.28,0.51,0.62,0.66,0.88,,,0.88,2.9297,0.03%
004956,中银证券安誉债券A,2020-12-31,1.0374,1.0934,0.06,0.28,0.81,1.23,0.92,2.66,6.56,,2.66,9.6373,0.08%
007026,建信中债1-3年国开债A,2020-12-31,1.0149,1.0599,0.05,0.28,0.83,1.24,0.98,2.87,,,2.87,6.0147,0.05%
007027,建信中债1-3年国开债C,2020-12-31,1.0143,1.0593,0.05,0.28,0.82,1.22,0.93,2.82,,,2.82,5.9524,0.00%
006492,南方1-3年国开债C,2020-12-31,1.0127,1.0707,0.04,0.28,0.85,1.31,1.15,2.79,6.54,,2.79,7.2189,0.00%
007170,易方达中债1-3年国开债C,2020-12-31,1.0121,1.0561,0.04,0.28,0.88,1.32,1.17,3,,,3,5.7129,0.00%
007004,泰康安业政金债债券C,2020-12-31,1.0002,1.0298,0.03,0.28,0.68,0.50,-0.03,0.88,,,0.88,2.9790,0.00%
007821,华泰紫金丰利中短债发起A,2020-12-31,0.9155,0.9155,-0.04,0.28,3.06,-12,-12.44,-10.71,,,-10.71,-8.45,0.30%
007946,大成中债1-3年国开债指数A,2020-12-31,1.0066,1.0283,0.04,0.28,0.80,1.24,0.99,1.97,,,1.97,2.8469,0.05%
007003,泰康安业政金债债券A,2020-12-31,1.0217,1.0513,0.04,0.28,0.68,2.63,2.09,3.02,,,3.02,5.1920,0.05%
007169,易方达中债1-3年国开债A,2020-12-31,1.0129,1.0579,0.04,0.28,0.89,1.34,1.22,3.08,,,3.08,5.9011,0.04%
007822,华泰紫金丰利中短债发起C,2020-12-31,0.9106,0.9106,-0.04,0.28,3.03,-12.10,-12.63,-11.07,,,-11.07,-8.94,0.00%
007402,浦银颐和稳健养老一年(FOF)C,2020-12-29,1.0569,1.0569,-0.20,0.28,0.30,1.21,4.05,5.23,,,5.12,5.69,0.00%
007364,易方达中债1-3年政金债A,2020-12-31,1.0128,1.0338,0.04,0.28,0.88,1.33,1.20,3.01,,,3.01,3.3989,0.04%
009118,太平恒睿纯债债券,2020-12-31,1.0042,1.0042,0.03,0.28,0.79,1.21,1.08,,,,,0.42,0.08%
007365,易方达中债1-3年政金债C,2020-12-31,1.0118,1.0328,0.04,0.28,0.87,1.31,1.15,2.92,,,2.92,3.2976,0.00%
007877,惠升和风纯债A,2020-12-31,1.0189,1.0329,0,0.28,0.87,1.59,0.74,2.57,,,2.57,3.2978,0.08%
009052,易方达中证红利ETF联接C,2020-12-31,1.0297,1.0297,0.74,0.28,-4.73,3.60,,,,,,2.97,0.00%
009338,万家民瑞祥和6个月持有债A,2020-12-31,1.0139,1.0139,0.01,0.28,0.80,0.86,1.20,,,,,1.39,0.04%
009051,易方达中证红利ETF联接A,2020-12-31,1.0302,1.0302,0.74,0.28,-4.72,3.63,,,,,,3.02,0.06%
009339,万家民瑞祥和6个月持有债C,2020-12-31,1.0120,1.0120,0.02,0.28,0.77,0.78,1.04,,,,,1.20,0.00%
008605,浙商惠民纯债C,2020-12-31,0.9953,0.9953,-0.01,0.28,0.70,0.95,0.98,,,,,-0.47,0.00%
007401,浦银颐和稳健养老一年(FOF)A,2020-12-29,1.0616,1.0616,-0.20,0.28,0.35,1.32,4.26,5.66,,,5.56,6.16,0.08%
070025,嘉实信用债券A,2020-12-31,1.1210,1.50,0.09,0.27,0.18,-0.13,-1.01,-0.37,6.22,13.12,-0.37,57.5240,0.08%
270030,广发聚财信用债券B,2020-12-31,1.1060,1.5930,0.27,0.27,0.89,0.80,0.01,1.25,5.55,12.24,1.25,65.3432,0.00%
270046,广发景荣纯债,2020-12-31,1.0082,1.0112,0.04,0.27,0.87,1.09,,,,,,1.1214,0.08%
650002,英大纯债债券C,2020-12-31,1.1442,1.3972,0.03,0.27,0.83,1.29,0.86,3.41,6.05,14.15,3.41,43.6756,0.00%
160617,鹏华丰润债券(LOF),2020-12-31,1.1052,1.6181,0.05,0.27,0.72,1.05,0.69,2.99,7.03,15.62,2.99,74.7632,0.08%
000899,华富恒稳纯债债券C,2020-12-31,1.1335,1.2335,0.04,0.27,0.77,1.26,0.55,2.30,5.31,11.30,2.30,23.4291,0.00%
001571,嘉合磐石A,2020-12-31,1.0897,1.3397,0.25,0.27,2.32,3.04,2.60,4.61,9.20,21.20,4.61,36.9533,0.12%
001199,创金合信聚利债券A,2020-12-31,1.1845,1.1845,0.08,0.27,-0.13,0.33,0.59,3.09,17.63,13.89,3.09,18.45,0.08%
002355,国投瑞银岁赢利债券,2020-12-31,1.1280,1.1410,0,0.27,0.62,0.36,0.27,1.17,8.05,7.74,1.17,14.2490,0.06%
675051,西部利得合赢债券A,2020-12-31,1.1287,1.1287,0.02,0.27,0.76,1.15,0.82,2.73,2.02,8.72,2.73,12.87,0.08%
161120,易方达中债新综指(LOF)C,2020-12-31,1.4077,1.4077,-0.01,0.27,0.95,0.94,0.42,2.40,6.61,15.10,2.40,40.77,0.00%
001919,圆信永丰兴利C,2020-12-31,1.1130,1.1390,0,0.27,0.82,1.18,-0.45,-0.89,3.63,12.30,-0.89,14.2137,0.00%
001961,博时裕荣纯债债券,2020-12-31,1.0627,1.2011,0.04,0.27,0.90,1.33,0.80,2.58,6.45,12.43,2.58,20.9825,0.08%
003426,江信添福C,2020-12-31,1.2023,1.2123,0.02,0.27,11.45,11.57,11,11.55,19.41,25.15,11.55,21.4306,0.00%
003382,民生加银鑫享债券A,2020-12-31,1.2099,1.2179,0.02,0.27,1.24,1.33,2.15,4.45,9.54,17.72,4.45,21.9541,0.08%
519136,海富通瑞丰债券型,2020-12-31,1.1001,1.1407,0.01,0.27,0.98,1.31,0.79,3.36,7.91,13.49,3.36,14.5145,0.04%
003425,江信添福A,2020-12-31,1.1532,1.1632,0.03,0.27,0.74,0.89,0.45,1.10,15.22,19.62,1.10,16.4650,0.05%
003796,方正富邦睿利纯债C,2020-12-31,1.0321,1.1601,-0.01,0.27,0.80,1.18,0.13,2.11,4.83,13.16,2.11,17.0303,0.00%
003795,方正富邦睿利纯债A,2020-12-31,1.0372,1.1642,-0.01,0.27,0.82,1.23,0.22,2.32,5.20,13.63,2.32,17.4770,0.08%
003637,安信永鑫增强债券A,2020-12-31,1.0567,1.1927,0.08,0.27,0.40,0.67,0.71,2.92,11.01,16.86,2.92,20.0609,0.06%
003013,中融恒泰纯债A,2020-12-31,1.0175,1.1585,0.07,0.27,0.61,0.52,0.24,2.70,6.15,13.09,2.70,16.7101,0.06%
531008,建信稳定增利债券A,2020-12-31,1.8720,1.8740,0.05,0.27,0.48,0.70,1.57,3.14,7.03,15.83,3.14,46.8696,0.06%
160217,国泰信用互利债券A,2020-12-31,1.0396,1.5410,0.13,0.27,0.63,0.69,1.12,1.11,7.72,14.32,1.11,64.7513,0.08%
003255,前海开源鼎裕债券C,2020-12-31,1.2255,1.9755,0.06,0.27,0.44,0.63,-0.60,1.08,6.96,85.19,1.08,97.9335,0.00%
003383,民生加银鑫享债券C,2020-12-31,1.1975,1.2055,0.03,0.27,1.21,1.23,1.94,4.03,8.70,16.93,4.03,20.7051,0.00%
006091,前海开源鼎康债券C,2020-12-31,1.0712,1.0712,0.16,0.27,0.43,0.80,1.13,2.63,5.55,,2.63,7.12,0.00%
006384,招商添盈纯债C,2020-12-31,1.0546,1.0546,0.01,0.27,0.68,-0.07,0.25,1.81,,,1.81,5.46,0.00%
006383,招商添盈纯债A,2020-12-31,1.0609,1.0609,0.02,0.27,0.70,0.02,0.41,2.11,,,2.11,6.09,0.08%
007010,国寿安保中债1-3年指数A,2020-12-31,1.0160,1.0580,0.04,0.27,0.84,1.29,1.14,2.91,,,2.91,5.8768,0.05%
007328,招商添盈纯债E,2020-12-31,1.0558,1.0558,0.01,0.27,0.68,-0.06,0.26,1.82,,,1.82,4.4726,0.00%
007947,大成中债1-3年国开债指数C,2020-12-31,1.0052,1.0269,0.04,0.27,0.78,1.21,0.94,1.87,,,1.87,2.7053,0.00%
007878,惠升和风纯债C,2020-12-31,1.0262,1.0402,0,0.27,0.86,1.58,0.69,3.32,,,3.32,4.0264,0.00%
007955,民生加银鑫享债券D,2020-12-31,1.0464,1.0464,0.02,0.27,1.21,1.23,1.94,4.02,,,4.02,4.6609,0.00%
009401,华安添瑞6个月混合C,2020-12-31,1.0535,1.0535,0.39,0.27,-0.25,0.98,5.40,,,,,5.35,0.00%
009400,华安添瑞6个月混合A,2020-12-31,1.0562,1.0562,0.38,0.27,-0.21,1.10,5.66,,,,,5.62,0.08%
008504,国泰信用互利债券C,2020-12-31,1.0390,1.1483,0.14,0.27,0.64,0.69,1.10,,,,,0.3027,0.00%
005838,创金合信中债1-3年政金债A,2020-12-31,1.0082,1.0142,0.05,0.27,0.80,1.17,1.18,,,,,1.4227,0.05%
007165,华夏中债1-3年政金债指数A,2020-12-31,1.0079,1.0549,0.03,0.27,0.78,1.18,1,2.78,,,2.78,5.5188,0.06%
163005,长信利众债券(LOF)C,2020-12-31,0.8214,1.1604,0.09,0.26,0.50,0.74,0.72,1.29,10.30,15.21,1.29,65.7182,0.00%
000016,华夏纯债债券C,2020-12-31,1.1710,1.3310,0,0.26,0.75,0.84,0.67,2.61,6.97,14.38,2.61,34.0908,0.00%
161907,万家中证红利指数(LOF),2020-12-31,1.8628,1.8628,0.70,0.26,-5.13,3.70,13.88,9.39,31.50,9.29,9.39,86.28,0.15%
519669,银河领先债券,2020-12-31,1.1610,1.5740,0.09,0.26,0.17,0.61,2.11,3.85,8.16,15.54,3.85,65.4219,0.08%
000839,上投摩根纯债丰利债券A,2020-12-31,1.0109,1.1799,-0.02,0.26,0.64,1.04,0.40,2.05,5.60,9.73,2.05,19.1357,0.08%
000668,国寿安保尊享债券A,2020-12-31,1.1690,1.4610,0,0.26,0.59,0.84,1.01,2.89,6.01,12.75,2.89,47.8203,0.08%
001200,创金合信聚利债券C,2020-12-31,1.1566,1.1566,0.08,0.26,-0.16,0.23,0.40,2.72,16.83,12.73,2.72,15.66,0.00%
519943,长信利率A,2020-12-31,1.1613,1.1919,0.02,0.26,0.80,1.24,0.96,2.87,8.39,16.24,2.87,19.3847,0.06%
001572,嘉合磐石C,2020-12-31,1.0610,1.3110,0.26,0.26,2.28,2.95,2.39,4.19,7.93,19.36,4.19,33.8238,0.00%
163007,长信利众债券(LOF)A,2020-12-31,0.8012,1.2052,0.09,0.26,0.53,0.92,1.06,1.79,11.32,20.89,1.79,25.0695,0.08%
675053,西部利得合赢债券C,2020-12-31,1.0634,1.1047,0.02,0.26,0.76,1.13,0.80,2.67,0.43,6.91,2.67,10.7936,0.00%
003014,中融恒泰纯债C,2020-12-31,1.0356,1.1666,0.07,0.26,0.58,0.45,0.23,2.66,5.81,12.57,2.66,17.3680,0.00%
003384,金鹰添盈纯债债券,2020-12-31,1.0480,1.1650,0.06,0.26,0.63,-0.09,-0.52,1.01,5.82,13.06,1.01,17.6521,0.08%
003638,安信永鑫增强债券C,2020-12-31,1.0550,1.1870,0.08,0.26,0.37,0.59,0.55,2.62,10.36,15.88,2.62,19.4217,0.00%
675093,西部利得祥逸债券C,2020-12-31,1.0307,1.0747,0.02,0.26,0.73,1.17,2.70,3.44,4.07,8.90,3.44,7.5596,0.00%
000840,上投摩根纯债丰利债券C,2020-12-31,1.01,1.1680,-0.01,0.26,0.64,1.02,0.31,1.96,5.30,9.44,1.96,17.7818,0.00%
675091,西部利得祥逸债券A,2020-12-31,1.0664,1.1214,0.02,0.26,0.74,1.17,1.04,1.83,1.15,9.66,1.83,12.2015,0.06%
004850,中欧弘涛债券A,2020-12-31,1.0545,1.1645,0.10,0.26,1.01,1.27,1.97,3.72,10.11,16.74,3.72,16.9040,0.06%
006422,嘉合磐稳纯债A,2020-12-31,0.9967,1.0747,0.01,0.26,0.65,0.77,-0.43,1.54,7.22,,1.54,7.5193,0.08%
006423,嘉合磐稳纯债C,2020-12-31,0.9927,1.0707,0.01,0.26,0.63,0.72,-0.52,1.34,6.83,,1.34,7.1043,0.00%
007000,鹏华中债1-3年国开行债A,2020-12-31,1.0277,1.0577,0.06,0.26,0.79,1.20,1.01,2.65,,,2.65,5.8380,0.06%
007011,国寿安保中债1-3年指数C,2020-12-31,1.0179,1.0599,0.04,0.26,0.83,1.28,1.11,2.83,,,2.83,6.0640,0.00%
000669,国寿安保尊享债券C,2020-12-31,1.1670,1.4610,0.09,0.26,0.59,0.76,0.84,2.55,5.39,13.81,2.55,47.8359,0.00%
007001,鹏华中债1-3年国开行债C,2020-12-31,1.0275,1.0614,0.06,0.26,0.78,1.18,0.97,2.56,,,2.56,6.2156,0.00%
007147,博时中债1-3年国开行A,2020-12-31,1.0081,1.0467,0.03,0.26,0.81,1.21,0.65,1.98,,,1.98,4.7412,0.05%
006985,兴全恒裕债券,2020-12-31,1.0102,1.0462,0.01,0.26,0.73,0.97,0.37,1.47,,,1.47,4.6586,0.06%
007166,华夏中债1-3年政金债指数C,2020-12-31,1.0082,1.0532,0.03,0.26,0.77,1.15,0.95,2.69,,,2.69,5.3453,0.00%
007765,前海开源1-3年国开债A,2020-12-31,1.0136,1.0386,0.03,0.26,0.78,1.21,1.01,2.66,,,2.66,3.8937,0.05%
007284,工银中债1-5年进出口行A,2020-12-31,1.0141,1.0291,0.02,0.26,0.81,1.35,0.90,2.55,,,2.55,2.9182,0.04%
007458,汇添富90天短债C,2020-12-31,1.0577,1.0577,0.17,0.26,0.65,0.90,1.55,3.52,,,3.52,5.77,0.00%
007122,工银1-3年国开债指数A,2020-12-31,1.0128,1.0448,0.04,0.26,0.78,1.24,1.08,2.66,,,2.66,4.5480,0.04%
007766,前海开源1-3年国开债C,2020-12-31,1.0131,1.0381,0.03,0.26,0.76,1.18,0.95,2.56,,,2.56,3.8420,0.00%
007123,工银1-3年国开债指数C,2020-12-31,1.0118,1.0434,0.03,0.26,0.77,1.21,1.02,2.53,,,2.53,4.4033,0.00%
005839,创金合信中债1-3年政金债C,2020-12-31,1.0080,1.0140,0.04,0.26,0.78,1.17,1.17,,,,,1.4026,0.00%
006841,嘉实致享纯债债券,2020-12-31,1.0118,1.0496,0.02,0.26,0.84,1.25,1.17,2.21,,,2.21,5.0465,0.08%
008905,嘉合锦鹏添利混合A,2020-12-31,1.0013,1.0013,0.01,0.26,0.56,0.99,1.83,,,,,0.13,0.10%
009321,中信保诚中债1-3年农发行C,2020-12-31,1.1435,1.1435,0.03,0.26,0.70,14.37,14.26,,,,,14.35,0.00%
009320,中信保诚中债1-3年农发行A,2020-12-31,1.1454,1.1454,0.03,0.26,0.72,14.32,14.44,,,,,14.54,0.06%
009555,建信中债1-3年农发行债券指数C,2020-12-31,1.0096,1.0111,0.06,0.26,0.77,1.10,,,,,,1.1113,0.00%
006599,国寿安保安丰纯债债券,2020-12-31,1.0220,1.0690,0.03,0.26,0.76,1.16,0.89,2.68,6.40,,2.68,6.9937,0.08%
270009,广发增强债券,2020-12-31,1.2080,1.7420,0.08,0.25,0.67,0.58,0.75,2.11,6.15,13.05,2.11,90.4110,0.00%
000015,华夏纯债债券A,2020-12-31,1.2040,1.3740,0,0.25,0.77,0.93,0.85,3,7.76,15.83,3,38.4811,0.08%
270049,广发纯债债券C,2020-12-31,1.1890,1.45,0,0.25,0.76,1.02,0.94,4.03,6.42,12.95,4.03,48.3388,0.00%
202108,南方润元纯债债券A/B,2020-12-31,1.3616,1.3916,0,0.25,0.92,0.98,0.92,2.76,7.13,14.90,2.76,40.0314,0.08%
290009,泰信周期回报债券,2020-12-31,1.1810,1.5410,0.08,0.25,0.49,0.73,0.49,2.94,6.05,11.46,2.94,62.6411,0.08%
160416,华安标普全球石油指数,2020-12-30,0.8140,0.8540,0.49,0.25,4.23,16.79,-2.16,-21.66,-10.65,-17.02,-21.73,-15.4047,0.12%
519078,汇添富增强收益债券A,2020-12-31,1.2090,1.6740,0.08,0.25,0.92,0.83,0.75,2.02,6.77,10.91,2.02,82.3070,0.08%
161713,招商信用添利债券(LOF)A,2020-12-31,1.0058,1.7384,0.05,0.25,0.71,0.43,0.75,2.45,8.34,17.20,2.45,101.7109,0.08%
006473,招商中债1-5年进出口行A,2020-12-31,1.0204,1.0629,0.03,0.25,0.79,1.36,1.03,2.66,6.15,,2.66,6.4065,0.05%
270048,广发纯债债券A,2020-12-31,1.1910,1.4750,0,0.25,0.85,1.10,1.20,4.46,7.21,14.25,4.46,51.4398,0.08%
519942,长信利率C,2020-12-31,1.1445,1.1712,0.01,0.25,0.77,1.14,0.75,2.47,7.55,14.87,2.47,17.2322,0.00%
003100,长盛盛景纯债C,2020-12-31,1.0045,1.1109,0.02,0.25,0.58,0.74,0.11,1.56,4.52,13.93,1.56,11.5289,0.00%
003099,长盛盛景纯债A,2020-12-31,1.0049,1.1008,0.02,0.25,0.59,0.79,0.21,1.76,4.85,12.58,1.76,10.4558,0.08%
003287,中信保诚稳益A,2020-12-31,1.0402,1.1288,0.05,0.25,0.82,1.19,0.48,1.91,6.61,14.23,1.91,13.2233,0.08%
003288,中信保诚稳益C,2020-12-31,1.0404,1.1281,0.05,0.25,0.81,1.17,0.43,1.82,6.42,14.27,1.82,13.1430,0.00%
519186,万家稳健增利债券A,2020-12-31,1.1335,1.6875,0.15,0.25,-0.03,0.57,0.86,2.96,8.47,13.55,2.96,85.4504,0.08%
005272,安信恒利增强债券C,2020-12-31,1.1008,1.1008,0.12,0.25,1.09,0.43,4.20,4.01,9.42,,4.01,10.08,0.00%
005678,安信尊享添益债券A,2020-12-31,1.1528,1.1528,0.03,0.25,0.32,0.41,0.27,2.25,9.37,,2.25,15.28,0.06%
005996,国投瑞银顺昌纯债债券,2020-12-31,1.0109,1.0779,0.04,0.25,0.79,1.25,0.32,2.20,5.96,,2.20,7.9883,0.08%
005271,安信恒利增强债券A,2020-12-31,1.1093,1.1093,0.12,0.25,1.11,0.50,4.36,4.31,10.10,,4.31,10.93,0.08%
006474,招商中债1-5年进出口行C,2020-12-31,1.0201,1.0613,0.02,0.25,0.78,1.36,1.01,2.60,6,,2.60,6.2408,0.00%
006513,鹏扬淳享债券A,2020-12-31,1.0143,1.0703,0.04,0.25,0.67,0.95,0.73,2.45,6.53,,2.45,7.1058,0.06%
006634,博时中债1-3政金债指数C,2020-12-31,1.0077,1.0521,0.04,0.25,0.78,1.18,0.49,1.84,5.08,,1.84,5.3066,0.00%
007099,安信尊享添益债券C,2020-12-31,1.1446,1.1446,0.04,0.25,0.29,0.31,0.08,1.86,,,1.86,6.4942,0.00%
007148,博时中债1-3年国开行C,2020-12-31,1.0075,1.0448,0.03,0.25,0.79,1.19,0.60,1.87,,,1.87,4.5450,0.00%
007021,嘉实中债1-3政金债指数A,2020-12-31,1.0113,1.0506,0.03,0.25,0.79,1.20,1.03,2.62,,,2.62,5.1368,0.05%
